Description	OGID	110193_0	115357_0	116153_0	1629725_0	166361_0	217634_0	224129_0	41139_0	41895_0	50390_0	7048_0	7054_0	7070_0	7539_0	77166_0
None	11087at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11088at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
None	11092at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	11094at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
None	11096at7041	1	2	2	1	1	0	1	2	1	1	1	1	1	1	1
None	11097at7041	1	1	2	0	1	1	1	1	1	1	2	1	1	1	1
None	11106at7041	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
None	11107at7041	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1
None	11109at7041	1	2	1	1	1	1	1	0	1	1	1	1	1	1	2
None	1110at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11115at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11121at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	11122at7041	1	1	1	2	1	4	1	1	1	5	2	1	1	3	3
None	11123at7041	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11124at7041	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1
None	11125at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11129at7041	1	1	1	2	1	1	2	1	1	2	1	3	1	2	1
None	11131at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11138at7041	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
None	11144at7041	1	1	3	1	2	1	1	1	1	1	1	2	1	1	1
None	11146at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	11151at7041	1	1	1	1	2	0	2	1	1	1	1	1	1	1	1
None	11153at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11155at7041	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1
None	11157at7041	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
None	11159at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11162at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11163at7041	1	1	2	0	2	1	2	1	1	1	2	2	1	1	1
None	11171at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1
None	11173at7041	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1
None	11182at7041	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1
None	11183at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11191at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	11199at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	11200at7041	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1
None	11201at7041	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
None	11205at7041	1	1	1	2	3	2	2	1	2	2	1	2	1	1	1
None	11208at7041	1	1	1	2	1	1	0	1	1	1	2	1	1	1	1
None	11211at7041	1	2	1	1	1	1	2	1	0	1	1	1	1	1	1
None	11213at7041	1	1	2	0	1	1	1	1	1	1	1	2	1	1	2
None	11215at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	11219at7041	2	1	1	1	2	2	2	1	2	0	2	1	2	1	2
None	1121at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11220at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	11221at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11226at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	11229at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	1122at7041	1	1	2	0	2	1	2	1	1	1	1	1	1	1	1
None	11232at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11237at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	11241at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11243at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11244at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	11249at7041	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1
None	11253at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	11255at7041	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
None	11260at7041	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11262at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11265at7041	1	2	1	0	1	1	2	1	2	2	1	1	1	2	1
None	11267at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2
None	11268at7041	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1
None	11270at7041	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1
None	11271at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	11275at7041	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
None	11283at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11285at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
None	11286at7041	1	1	1	1	1	1	0	1	1	3	1	1	1	1	1
None	11288at7041	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1
None	11294at7041	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1
None	11298at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	112at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11303at7041	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
None	11304at7041	1	1	1	1	1	1	1	1	1	0	1	2	1	1	2
None	11305at7041	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1
None	11306at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
None	11309at7041	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1
None	11312at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11313at7041	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1
None	11314at7041	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
None	11315at7041	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11317at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	1131at7041	1	1	1	1	1	1	3	1	1	1	1	1	1	0	1
None	11320at7041	1	1	2	1	1	1	1	1	1	2	1	2	1	0	1
None	11322at7041	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
None	11324at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	11327at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11330at7041	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1
None	11333at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11335at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11336at7041	1	2	3	0	1	2	1	2	2	3	1	1	2	3	1
None	11339at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11341at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	11342at7041	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
None	11345at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
None	11348at7041	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1
None	11355at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11357at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11359at7041	1	2	2	0	1	2	2	2	2	4	2	1	2	2	2
None	1135at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2
None	11361at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	11364at7041	1	1	1	1	1	1	3	1	1	0	1	1	1	1	1
None	11365at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11366at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	1136at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11375at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11377at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11380at7041	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1
None	11382at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11388at7041	1	1	2	0	1	1	1	1	1	1	1	2	1	1	1
None	1138at7041	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
None	11391at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	11392at7041	1	1	2	1	1	1	1	1	1	3	1	1	1	2	1
None	11393at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11394at7041	2	3	2	3	3	2	2	2	2	6	5	5	2	3	3
None	1139at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11400at7041	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1
None	11402at7041	1	1	1	1	1	1	2	1	0	1	1	1	1	1	2
None	11404at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	1140at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	11413at7041	1	1	1	0	1	1	1	1	1	1	1	3	1	1	1
None	11414at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
None	11417at7041	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1
None	11419at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11423at7041	1	1	1	1	1	2	1	1	1	1	0	2	1	1	2
None	11424at7041	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1
None	11426at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	11427at7041	1	1	1	0	1	1	1	1	1	1	1	4	1	1	1
None	11429at7041	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1
None	11432at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11433at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11434at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
None	11435at7041	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
None	11436at7041	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1
None	11437at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	11439at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11442at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11443at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
None	11444at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11445at7041	1	1	1	0	1	2	1	1	1	1	1	2	1	1	1
None	11453at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11454at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11457at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11458at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
None	1145at7041	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2
None	11461at7041	1	2	1	5	0	5	1	2	5	9	2	18	7	7	1
None	11462at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
None	11463at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	11464at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11470at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	11472at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	11476at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	11477at7041	1	1	1	2	1	1	2	1	1	1	1	3	1	1	1
None	11478at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	1147at7041	1	1	1	0	1	1	1	1	1	2	1	1	1	1	2
None	11483at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3
None	11485at7041	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1
None	11490at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	11496at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	11497at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11498at7041	1	1	2	1	1	1	1	1	1	1	0	2	1	1	1
None	11499at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11500at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11501at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	11502at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11503at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
None	11505at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	3
None	11506at7041	1	1	1	0	1	1	3	1	1	1	1	1	1	1	1
None	11508at7041	0	1	2	1	1	1	1	1	1	1	1	1	1	1	2
None	11510at7041	3	1	2	0	1	1	1	1	1	1	1	1	1	2	1
None	11512at7041	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1
None	11514at7041	1	1	1	0	1	1	2	1	1	1	1	2	1	1	1
None	11515at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11516at7041	1	1	1	0	1	1	2	1	1	1	1	1	1	2	1
None	11526at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	11528at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11531at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	11532at7041	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
None	11533at7041	0	1	1	1	1	1	1	1	1	1	3	1	1	1	1
None	11535at7041	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
None	11537at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11538at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11543at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11545at7041	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1
None	11546at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	11550at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	3
None	11556at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1
None	11563at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11565at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11574at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11576at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11577at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	11584at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	11590at7041	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1
None	11592at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	11594at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	11598at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11599at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
None	1159at7041	1	1	2	1	2	1	1	1	1	0	1	2	1	1	1
None	11602at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	11606at7041	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1
None	11609at7041	1	1	0	1	1	2	1	1	1	5	1	1	1	1	1
None	1160at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	11610at7041	1	1	2	1	2	1	2	1	1	1	1	1	0	2	2
None	11611at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	11614at7041	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	11624at7041	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1
None	11629at7041	1	2	1	1	1	1	0	1	2	1	1	4	2	1	1
None	1162at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
None	11633at7041	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1
None	11640at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11643at7041	1	1	3	1	1	1	0	1	1	1	2	1	6	1	2
None	11644at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11645at7041	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1
None	1164at7041	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1
None	11653at7041	1	1	1	1	1	1	1	1	1	2	1	3	1	0	1
None	11658at7041	1	1	2	1	1	1	3	1	1	1	1	1	1	1	2
None	11659at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11662at7041	1	1	1	0	1	1	1	1	1	1	1	3	1	1	1
None	11663at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11666at7041	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1
None	11669at7041	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
None	11670at7041	1	1	3	0	1	1	1	1	1	1	1	2	1	1	1
None	11673at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11677at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	11678at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	11682at7041	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2
None	11686at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	11688at7041	1	1	1	2	4	1	3	1	1	3	1	2	1	2	1
None	11689at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11691at7041	1	2	1	0	1	2	1	1	1	1	1	2	1	2	1
None	11693at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11696at7041	1	1	1	1	1	1	1	1	1	1	3	1	1	1	0
None	11698at7041	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1
None	1169at7041	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1
None	11702at7041	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	11704at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11707at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11708at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11710at7041	1	1	1	1	4	1	2	1	2	1	1	1	2	1	1
None	11712at7041	1	1	1	1	1	4	1	1	1	1	2	3	1	1	1
None	11715at7041	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11718at7041	1	1	3	0	2	1	1	1	1	1	1	1	1	1	1
None	11721at7041	1	1	1	1	3	1	0	1	1	1	1	1	1	1	1
None	11722at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	11725at7041	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11728at7041	1	1	3	1	1	1	2	1	1	1	2	1	1	1	1
None	11730at7041	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1
None	11731at7041	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
None	11742at7041	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1
None	11748at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
None	11750at7041	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1
None	11751at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11752at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	11753at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
None	11755at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
None	11757at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	11758at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11759at7041	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1
None	11764at7041	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1
None	11766at7041	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
None	11767at7041	1	2	1	1	1	1	1	1	1	1	1	2	1	1	4
None	11771at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11774at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11783at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
None	11785at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
None	11789at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	1178at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	11792at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
None	11796at7041	1	1	1	0	1	1	2	1	1	1	1	1	2	1	2
None	11797at7041	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1
None	11798at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	117at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
None	11800at7041	1	1	1	1	1	1	1	1	1	0	1	2	1	1	1
None	11801at7041	2	1	3	4	2	2	2	1	2	4	2	2	2	4	3
None	11802at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11803at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11805at7041	7	2	9	1	14	14	10	2	6	2	2	11	3	2	5
None	11806at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11807at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11809at7041	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1
None	11813at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11818at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11819at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11820at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11821at7041	1	1	1	1	1	1	1	0	1	1	1	1	1	2	3
None	1182at7041	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1
None	11830at7041	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1
None	11838at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11849at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11851at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11855at7041	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
None	11857at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11859at7041	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1
None	1185at7041	1	1	1	1	1	1	3	1	1	1	1	1	1	0	1
None	11860at7041	2	1	1	1	2	3	1	1	2	4	1	2	3	4	1
None	11862at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	11863at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11866at7041	1	1	1	0	1	1	1	2	1	1	1	2	1	1	2
None	1186at7041	1	1	1	0	1	3	1	1	1	1	1	2	1	1	1
None	11872at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11876at7041	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1
None	11878at7041	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1
None	11879at7041	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1
None	11883at7041	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2
None	11884at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1
None	11889at7041	1	1	1	2	1	2	1	3	4	1	1	1	2	2	1
None	11890at7041	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
None	11895at7041	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1
None	11896at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11897at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11898at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11899at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11900at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11901at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	11908at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11909at7041	1	2	1	0	1	1	1	1	1	1	2	1	1	1	1
None	11910at7041	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1
None	11911at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	11912at7041	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1
None	11913at7041	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2
None	11915at7041	2	3	1	1	1	1	2	1	1	1	1	1	1	1	1
None	11916at7041	1	1	1	0	2	1	1	1	1	1	2	2	1	1	1
None	11917at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	11918at7041	1	1	1	1	2	1	1	1	1	0	1	2	1	1	1
None	11920at7041	1	3	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11921at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
None	11923at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	11925at7041	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11932at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
None	11939at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	4
None	11940at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	11946at7041	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1
None	11952at7041	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
None	11954at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11956at7041	1	3	2	1	1	2	5	2	1	3	3	2	1	1	2
None	11957at7041	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11963at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
None	11965at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	11967at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	11969at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	1196at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11970at7041	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
None	11980at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3
None	11983at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	11987at7041	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1
None	11989at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	11990at7041	1	2	2	1	1	1	1	1	1	1	1	1	1	0	1
None	11998at7041	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1
None	1199at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	119at7041	1	1	2	1	1	2	1	1	1	1	1	3	1	2	1
None	12002at7041	1	1	2	1	1	1	1	1	1	2	1	1	1	3	1
None	12006at7041	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1
None	12007at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	12009at7041	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
None	12011at7041	1	1	2	1	1	1	1	1	1	1	1	2	1	1	3
None	12016at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	12022at7041	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
None	12027at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	4
None	12029at7041	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1
None	12030at7041	1	1	1	0	1	1	4	1	1	1	1	1	1	1	1
None	12035at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	12038at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
None	12039at7041	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1
None	12042at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	12045at7041	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1
None	12054at7041	1	1	1	0	2	1	2	1	1	1	2	1	1	1	1
